film_name,year,song_name,singer(s),music_director,lyricist,duration
Kaho Naa... Pyaar Hai,2000,Kaho Naa Pyaar Hai,,Rajesh Roshan,Ibrahim Ashk,7:03
Kaho Naa... Pyaar Hai,2000,Na Tum Jano Na Hum,,Rajesh Roshan,Ibrahim Ashk,6:18
Kaho Naa... Pyaar Hai,2000,Pyaar Ki Kashti Mein,,Rajesh Roshan,Sawan Kumar Tak,5:54
Kaho Naa... Pyaar Hai,2000,Janeman Janeman,,Rajesh Roshan,Sawan Kumar Tak,5:11
Kaho Naa... Pyaar Hai,2000,Chand Sitaare,,Rajesh Roshan,Sawan Kumar Tak,6:33
Kaho Naa... Pyaar Hai,2000,Dil Ne Dil Ko Pukara,,Rajesh Roshan,Ibrahim Ashk,7:56
Kaho Naa... Pyaar Hai,2000,Kaho Naa Pyaar Hai (Sad Version),,Rajesh Roshan,Ibrahim Ashk,1:06
Kaho Naa... Pyaar Hai,2000,Ek Pal Ka Jeena,,Rajesh Roshan,Vijay Akela,6:36
Kaho Naa... Pyaar Hai,2000,Believe in Love (Theme Music),,Rajesh Roshan,—,3:58
Mohabbatein,2000,Humko Humise Chura Lo,"Lata Mangeshkar , Udit Narayan , Vocalists include Ishaan, Manohar Shetty, Pritha Mazumdar, Shweta Pandit , Sonali Bhatawdekar, Udhbhav",Jatin–Lalit,,7:53
Mohabbatein,2000,Chalte Chalte (Part 1),"Ishaan, Manohar Shetty, Pritha Mazumdar, Shweta Pandit , Sonali Bhatawdekar, Udhbhav",Jatin–Lalit,,7:38
Mohabbatein,2000,Pairon Mein Bandhan Hai (Part 1),"Ishaan, Manohar Shetty, Pritha Mazumdar, Shweta Pandit, Sonali Bhatawdekar, Udhbhav, Udit Narayan (Vocalist), Lata Mangeshkar (Vocalist),",Jatin–Lalit,,7:01
Mohabbatein,2000,Aankhein Khuli,"Ishaan, Lata Mangeshkar (Vocalist), Manohar Shetty, Pritha Mazumdar, Shah Rukh Khan , Shweta Pandit, Sonali Bhatawdekar, Udhbhav, Udit Narayan",Jatin–Lalit,,7:02
Mohabbatein,2000,Soni Soni,"Ishaan, Jaspinder Narula , Manohar Shetty, Pritha Mazumdar, Shweta Pandit, Sonali Bhatawdekar, Udhbhav, Udit Narayan, Lata Mangeshkar (Vocalist),",Jatin–Lalit,,9:07
Mohabbatein,2000,Chalte Chalte (Part 2 (Not in the film)),"Manohar Shetty, Pritha Mazumdar, Shweta Pandit, Sonali Bhatawdekar, Udhbhav",Jatin–Lalit,,2:49
Mohabbatein,2000,Zinda Rehti Hain Mohabbatein (Part 2 of Pairon Mein Bandhan Hai),"Udit Narayan, Lata Mangeshkar, Ishaan, Manohar Shetty, Pritha Mazumdar, Shweta Pandit , Sonali Bhatawdekar, Udhbhav (Vocalists)",Jatin–Lalit,,2:23
Mohabbatein,2000,Mohabbatein Love Themes (Instrumental),,Jatin–Lalit,,2:17
Mohabbatein,2000,Rhythms of Mohabbatein (Instrumental),,Jatin–Lalit,,3:56
Mission Kashmir,2000,Bumbro,"Shankar Mahadevan , Jaspinder Narula , Sunidhi Chauhan",Ehsaan Noorani,Rahat Indori,
Mission Kashmir,2000,Chupke Se Sun,"Udit Narayan , Alka Yagnik",Shankar Mahadevan,Sameer Anjaan,
Mission Kashmir,2000,Rind Posh Maal,Shankar Mahadevan,Loy Mendonsa,Sameer Anjaan,
Mission Kashmir,2000,Socho Ke Jheelon Ka,"Udit Narayan, Alka Yagnik & Shankar Mahadevan",Ehsaan Noorani,Sameer Anjaan,
Mission Kashmir,2000,Maaf Karo,"Shankar Mahdevan, Sadhana Sargam",Ehsaan Noorani,Rahat Indori,
Mission Kashmir,2000,So Ja Chanda,Mahalakshmi Iyer,Loy Mendonsa,Rahat Indori,
Mission Kashmir,2000,Dhuan Dhuan,Shankar Mahadevan,Shankar Mahadevan,Rahat Indori,
Dulhan Hum Le Jayenge,2000,Pyar Dilon Ka Mela Hai,"Alka Yagnik , Sonu Nigam","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Dulhan Hum Le Jayenge,2000,Chamiya,"Alka Yagnik, Sonu Nigam","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Dulhan Hum Le Jayenge,2000,Mujhse Shaadi Karogi,"Kumar Sanu , Alka Yagnik, Suresh Wadkar and Shankar Mahadevan","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Dulhan Hum Le Jayenge,2000,Tera Pallu Sarka Jaaye Re,"Sonu Nigam, Alka Yagnik","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Dulhan Hum Le Jayenge,2000,Dheere Dheere Chalna,"Alka Yagnik, Sonu Nigam","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Dulhan Hum Le Jayenge,2000,O Mr. Raja,"Alka Yagnik, Sonu Nigam","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Dulhan Hum Le Jayenge,2000,Dulhan Hum Le Jayenge,"Kumar Sanu, Alka Yagnik and Sunita Rao","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Dulhan Hum Le Jayenge,2000,Hai Na Bolo,"Alka Yagnik, Kumar Sanu","Songs:, Himesh Reshammiya, Background Score:, Surinder Sodhi",,
Refugee,2000,Aisa Lagta Hai,"Sonu Nigam , Alka Yagnik","Songs:, Anu Malik, Score:, Aadesh Shrivastava",,7:28
Refugee,2000,Jise Tu Na Mila,"Sukhwinder Singh , Shankar Mahadevan","Songs:, Anu Malik, Score:, Aadesh Shrivastava",,10:58
Refugee,2000,Mere Humsafar,"Sonu Nigam , Alka Yagnik","Songs:, Anu Malik, Score:, Aadesh Shrivastava",,7:50
Refugee,2000,Panchi Nadiya Pawan Ke,"Sonu Nigam , Alka Yagnik , Abhishek Bachchan , Kareena Kapoor","Songs:, Anu Malik, Score:, Aadesh Shrivastava",,9:46
Refugee,2000,Raat Ki Hatheli Par,"Udit Narayan , Alka Yagnik , Abhishek Bachchan , Kareena Kapoor","Songs:, Anu Malik, Score:, Aadesh Shrivastava",,6:58
Refugee,2000,Taal Pe Jab,"Sonu Nigam , Alka Yagnik","Songs:, Anu Malik, Score:, Aadesh Shrivastava",,7:13
Josh,2000,Apun Bola,Hema Sardesai and Shahrukh Khan,"Songs:, Anu Malik, Background Score:, Anjan Biswas",Nitin Raikwar,04:25
Josh,2000,Hai Mera Dil,Udit Narayan and Alka Yagnik,"Songs:, Anu Malik, Background Score:, Anjan Biswas",Sameer Anjaan,04:08
Josh,2000,Hum To Dil Se Haare,Udit Narayan and Alka Yagnik,"Songs:, Anu Malik, Background Score:, Anjan Biswas",Sameer Anjaan,05:06
Josh,2000,Mere Khayalon Ki Malika,Abhijeet Bhattacharya,"Songs:, Anu Malik, Background Score:, Anjan Biswas",Sameer Anjaan,04:50
Josh,2000,Zinda Hain Hum To,"Abhijeet Bhattacharya , Jolly Mukherjee and Hema Sardesai","Songs:, Anu Malik, Background Score:, Anjan Biswas",Nitin Raikwar,04:44
Josh,2000,Sailaru Sailare,Mano and Suresh Peters,"Songs:, Anu Malik, Background Score:, Anjan Biswas",Sameer Anjaan,05:25
Josh,2000,Hai Mera Dil (Instrumental),,"Songs:, Anu Malik, Background Score:, Anjan Biswas",,04:08
Josh,2000,Hum To Dil Se Haare (Instrumental),,"Songs:, Anu Malik, Background Score:, Anjan Biswas",,05:07
Har Dil Jo Pyar Karega,2000,Har Dil Jo Pyar Karega,"Alka Yagnik , Udit Narayan","Songs:, Anu Malik, Background Score:, Surinder Sodhi",,6:04
Har Dil Jo Pyar Karega,2000,Dil Dil Deewana,"Alka Yagnik, Udit Narayan","Songs:, Anu Malik, Background Score:, Surinder Sodhi",,5:55
Har Dil Jo Pyar Karega,2000,Aisa Pehli Baar Hua Hai,Sonu Nigam,"Songs:, Anu Malik, Background Score:, Surinder Sodhi",,6:47
Har Dil Jo Pyar Karega,2000,Piya Piya,"Preeti & Pinky , Prashant","Songs:, Anu Malik, Background Score:, Surinder Sodhi",,5:40
Har Dil Jo Pyar Karega,2000,Ek Garam Chai Ki Pyali Ho,Anu Malik,"Songs:, Anu Malik, Background Score:, Surinder Sodhi",,5:40
Har Dil Jo Pyar Karega,2000,Sahiba Sahiba,KK,"Songs:, Anu Malik, Background Score:, Surinder Sodhi",,2:42
Har Dil Jo Pyar Karega,2000,Sahiba Sahiba (Version 2),KK,"Songs:, Anu Malik, Background Score:, Surinder Sodhi",,1:33
Har Dil Jo Pyar Karega,2000,Aate Jaate Jo Milta Hai,"Alka Yagnik, Sonu Nigam","Songs:, Anu Malik, Background Score:, Surinder Sodhi",,6:12
Har Dil Jo Pyar Karega,2000,Har Dil Jo Pyar Karega (Sad Version),Alka Yagnik,"Songs:, Anu Malik, Background Score:, Surinder Sodhi",,3:49
Har Dil Jo Pyar Karega,2000,Har Dil Jo Pyar Karega Woh Gaana Gaaye Ga (Happy Version),"Udit Narayan, Kumar Sanu","Songs:, Anu Malik, Background Score:, Surinder Sodhi",,3:49
Fiza,2000,Aaja Mahiya,"Udit Narayan , Alka Yagnik",Anu Malik,Gulzar,
Fiza,2000,Mehboob Mere,"Sunidhi Chauhan , Karsan Sargathia",Anu Malik,Tejpal Kaur,
Fiza,2000,Tu Fiza Hai,"Alka Yagnik , Sonu Nigam , Prashant Samadhar",Anu Malik,Gulzar,
Fiza,2000,Gaya Gaya Dil,Sonu Nigam,Anu Malik,Sameer,
Fiza,2000,Piya Haji Ali,"A. R. Rahman , Kadar Ghulam Mushtafa, Murtaza Ghulam Mushtafa, Srinivas",A. R. Rahman,Shaukat Ali,
Fiza,2000,Na Leke Jao,Jaspinder Narula,Anu Malik,Gulzar,
Fiza,2000,Mere Watan: Amaan's Fury,Zubeen Garg,Ranjit Barot,Sameer,
Fiza,2000,Aankh Milaoongi,Asha Bhosle,Anu Malik,Sameer,
Hamara Dil Aapke Paas Hai,2000,Hamara Dil Aapke Paas Hai,Alka Yagnik & Udit Narayan,Sanjeev–Darshan,,
Hamara Dil Aapke Paas Hai,2000,I Love You,"Hema Sardesai , Anil Kapoor , Sonali Bendre",Sanjeev–Darshan,,
Hamara Dil Aapke Paas Hai,2000,Tumko Dekha To (Not in the film),"Alka Yagnik, Kumar Sanu",Sanjeev–Darshan,,
Hamara Dil Aapke Paas Hai,2000,Shukriya Shukriya,Alka Yagnik & Udit Narayan,Sanjeev–Darshan,,
Hamara Dil Aapke Paas Hai,2000,Kya Maine Aaj Suna,"Kavita Krishnamurthy , Vinod Rathod",Sanjeev–Darshan,,
Hamara Dil Aapke Paas Hai,2000,Gham Hai Kyon,Udit Narayan,Sanjeev–Darshan,,
Hamara Dil Aapke Paas Hai,2000,It's My Family,"Alka Yagnik, Abhijeet Bhattacharya",Sanjeev–Darshan,,
Hamara Dil Aapke Paas Hai,2000,Main Teri Hoon,"Alka Yagnik, Abhijeet Bhattacharya",Sanjeev–Darshan,,
Mela,2000,Mela Dilon Ka,Alka Yagnik,Anu Malik,Dharmesh Darshan,03:36
Mela,2000,Dekho 2000 Zamana Aa Gaya,"Lesle Lewis , Hariharan , Aamir Khan",Lesle Lewis,Dharmesh Darshan,04:54
Mela,2000,Dhadkan Mein Tum,"Alka Yagnik, Kumar Sanu",Anu Malik,Sameer,06:23
Mela,2000,Durga Hai Meri Maa,"Kavita Krishnamurthy , Mohammed Aziz",Anu Malik,Traditional,05:03
Mela,2000,Kamariya Lachke Re,"Anuradha Paudwal , Udit Narayan , Abhijeet Bhattacharya",Rajesh Roshan,Sameer,06:02
Mela,2000,Chori Chori Gori Se,"Jai Rathod, Abhijeet Bhattacharya& UditNarayan",Rajesh Roshan,Sameer,06:26
Mela,2000,Mela Dilon Ka II (Celebration),"Sonu Nigam , Alka Yagnik, Roop Kumar Rathod , Shankar Mahadevan , Nitin Mukesh , Hema Sardesai , Jaspinder Narula and Anmol",Anu Malik,Dev Kohli,10:37
Mela,2000,Mela Dilon Ka III,"Abhijeet Bhattacharya, Shankar Mahadevan, Alka Yagnik , Sadhana Sargam , Udit Narayan , Sonu Nigam, Poonam",Anu Malik,"Dev Kohli, Dharmesh Darshan",07:28
Mela,2000,Tujhe Rab Ne Banaya,"Udit Narayan, Anuradha Paudwal",Anu Malik,Sameer,04:47
Aaghaaz,2000,Aaghaaz Karo,Sonu Nigam,"Songs:, Anu Malik, Score:, M. M. Srilekha",,8:53
Aaghaaz,2000,Dil Dil Dil (Female),Hema Sardesai,"Songs:, Anu Malik, Score:, M. M. Srilekha",,5:23
Aaghaaz,2000,Dil Dil Dil (Male),Sonu Nigam,"Songs:, Anu Malik, Score:, M. M. Srilekha",,5:22
Aaghaaz,2000,Dil Ko Patthar,"Kumar Sanu , Alka Yagnik","Songs:, Anu Malik, Score:, M. M. Srilekha",,7:12
Aaghaaz,2000,Dosti Ho Gayi,"Sonu Nigam, Sunidhi Chauhan","Songs:, Anu Malik, Score:, M. M. Srilekha",,6:32
Aaghaaz,2000,Man Tera Mera Man,"Babul Supriyo , Alka Yagnik","Songs:, Anu Malik, Score:, M. M. Srilekha",,5:23
Aaghaaz,2000,Nav Nav Lakha,"Hema Sardesai, Sunidhi Chauhan, Kumar Sanu, Rahul","Songs:, Anu Malik, Score:, M. M. Srilekha",,5:53
Baaghi,2000,Ek Kabhi Do Kabhi,Kavita Krishnamurthi,"Sajid–Wajid, Dilip Sen-Sameer Sen",,
Baaghi,2000,Khaai Hai Kasam,"Kumar Sanu , Kavita Krishnamurthi","Sajid–Wajid, Dilip Sen-Sameer Sen",,
Baaghi,2000,Piya Tu Kahaan Hai,Shubha Mudgal,"Sajid–Wajid, Dilip Sen-Sameer Sen",,
Baaghi,2000,Pyaar Pyaar,"Abhijeet , Jaspinder Narula","Sajid–Wajid, Dilip Sen-Sameer Sen",,
Baaghi,2000,Sapne Mein Kudi,Abhijeet,"Sajid–Wajid, Dilip Sen-Sameer Sen",,
Baaghi,2000,Tumhi Ko Chaahta Hai,"Kumar Sanu , Kavita Krishnamurthy","Sajid–Wajid, Dilip Sen-Sameer Sen",,
Baaghi,2000,Chaha Tha Tujhe,"Sonu Nigam , Sunidhi Chauhan","Sajid–Wajid, Dilip Sen-Sameer Sen",,
Badal,2000,Jugni Jugni,"Sukhwinder Singh , Jaspinder Narula , Anuradha Paudwal","Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,7:40
Badal,2000,Na Milo Kahin Pyar,"Sonu Nigam , Kavita Krishnamurthy","Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,6:47
Badal,2000,Yaar Yara Mere Yaaram,"Udit Narayan , Anuradha Paudwal","Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,5:40
Badal,2000,Medley Song,-,"Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,5:21
Badal,2000,Allah Allah,"Mukesh Kumar Munna , Dominique , Kavita Krishnamurthy","Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,5:30
Badal,2000,Lal Garara,"Anu Malik , Jaspinder Narula , Sapna Awasthi","Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,6:50
Badal,2000,Tujhe Dekh Ke Dil,"Udit Narayan , Jaspinder Narula","Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,5:33
Badal,2000,Na Milo Kahin Pyar (Instrumental),Instrumental,"Songs:, Anu Malik, Background Score:, Aadesh Shrivastava",,6:47
Beti No.1,2000,Tune Jo Liya Mera Chumma,"Abhijeet Bhattacharya , Anuradha Paudwal",Viju Shah,"Maya Govind, Dev Kohli",5:23
Beti No.1,2000,Dilruba O Phoolon,"Udit Narayan , Anuradha Paudwal",Viju Shah,"Maya Govind, Dev Kohli",5:17
Beti No.1,2000,Palkon Pe Aao,"Kumar Sanu , Kavita Krishnamurthy",Viju Shah,"Nawab Arzoo, Dev Kohli",5:11
Beti No.1,2000,Dil Se Dil Takraya,"Kumar Sanu , Kavita Krishnamurthy",Viju Shah,"Nawab Arzoo, Dev Kohli",4:35
Beti No.1,2000,Dil Ki Dhadkan,"Udit Narayan , Amit Kumar",Viju Shah,"Maya Govind, Dev Kohli",4:25
Beti No.1,2000,Chori Chori Aankh,"Anuradha Paudwal , Javed Ali",Viju Shah,"Maya Govind, Dev Kohli",5:53
Beti No.1,2000,Mehfil Taa Sajdi,"Viju Shah , Udit Narayan , Bhupinder",Viju Shah,"Maya Govind, Dev Kohli",4:03
Bichhoo,2000,Pyar Tu Dil Tu,"Alka Yagnik , Vinod Rathod",Anand Raaj Anand,,5:39
Bichhoo,2000,Dil Tote Tote Ho Gaya,"Hans Raj Hans , Shweta Shetty",Anand Raaj Anand,,5:38
Bichhoo,2000,Jeevan Mein Jaane Jaana,"Harry Anand, Jaspinder Narula",Anand Raaj Anand,,5:15
Bichhoo,2000,Tere Hothon Ki Hansi (Deleted song),"Hariharan , Swarnalatha",Anand Raaj Anand,,4:26
Bichhoo,2000,Pyar Ho Na Jaye,"Shankar Mahadevan , Ram Shankar, Raj Bhatt",Anand Raaj Anand,,6:39
Bichhoo,2000,Ekwari Tak Le,"Harry Anand, Sunidhi Chauhan",Anand Raaj Anand,,5:25
Bichhoo,2000,Jeevan Mein Jaane Jaana (Instrumental),—,Anand Raaj Anand,,5:14
Bichhoo,2000,Dil Tote Tote Ho Gaya (Instrumental),—,Anand Raaj Anand,,5:37
Billa No. 786,2000,Main Hoon Raju Coolie,Udit Narayan,Kush-Luv,,
Billa No. 786,2000,Bhar Do Jholi,Sabri Brothers,Kush-Luv,,
Billa No. 786,2000,Gorki Patar Ki,"Udit Narayan , Prabha Bharti",Kush-Luv,,
Billa No. 786,2000,Raat Bhar Nahin Mujhko,Prabha Bharti,Kush-Luv,,
Billa No. 786,2000,Karishma Mein Kuchh,"Vinod Rathod , Poornima",Kush-Luv,,
Billa No. 786,2000,Roopwa Se Chuye,Sapna Awasthi,Kush-Luv,,
Bulandi,2000,Hungama Ho Jaaye,"Sonu Nigam , Jaspinder Narula",Viju Shah,,
Bulandi,2000,Teri Akhiyon Main,"Udit Narayan , Kavita Krishnamurthy",Viju Shah,,
Bulandi,2000,Teri Meri Ik Jind,"Heera Group UK , Vibha",Viju Shah,,
Bulandi,2000,Mujhe Hichki Lagi,"Kumar Sanu , Anuradha Paudwal",Viju Shah,,
Bulandi,2000,Ab Bujho Ri Bujho,"Udit Narayan, Jaspinder Narula",Viju Shah,,
Bulandi,2000,Jab Gori Ne ( Not in the Film),"Abhijeet , Alka Yagnik",Viju Shah,,
Bulandi,2000,Saari Duniya Mein,"Udit Narayan, Kavita Krishnamurthy",Viju Shah,,
Bulandi,2000,Humne Tumko Chun,"Kumar Sanu, Anuradha Paudwal",Viju Shah,,
Chal Mere Bhai,2000,Aaj Kal Ki Ladkiyan,,"Anand–Milind, Nitin Raikwar",,6:35
Chal Mere Bhai,2000,Chal Mere Bhai,,"Anand–Milind, Nitin Raikwar",,5:00
Chal Mere Bhai,2000,Chal Mere Bhai (Remix),,"Anand–Milind, Nitin Raikwar",,4:20
Chal Mere Bhai,2000,Chori Chori Sapno Mein,,"Anand–Milind, Nitin Raikwar",,5:03
Chal Mere Bhai,2000,Chori Chori Sapno Mein (Sad),,"Anand–Milind, Nitin Raikwar",,1:08
Chal Mere Bhai,2000,Mehndi Rang Layee,,"Anand–Milind, Nitin Raikwar",,6:49
Chal Mere Bhai,2000,Mere Baap Ki Beti,,"Anand–Milind, Nitin Raikwar",,4:40
Chal Mere Bhai,2000,Meri Neend Jaane Lagi Hai,,"Anand–Milind, Nitin Raikwar",,5:30
Chal Mere Bhai,2000,Thodi Si Beqarari,,"Anand–Milind, Nitin Raikwar",,4:39
Chal Mere Bhai,2000,Theme Music (Instrumental),,"Anand–Milind, Nitin Raikwar",,3:23
Dhai Akshar Prem Ke,2000,Koi Taza Hawa,"Babul Supriyo , Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,05:00
Dhai Akshar Prem Ke,2000,Dhai Akshar Prem Ke,"Babul Supriyo, Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,04:48
Dhai Akshar Prem Ke,2000,Yeh Sama Yeh Nazare,"Babul Supriyo, Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,06:18
Dhai Akshar Prem Ke,2000,Ek Haseen Ladki,"Babul Supriyo, Sudesh Bhosle , Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,04:26
Dhai Akshar Prem Ke,2000,Hai Deewana Ye Ishq Mera,"Babul Supriyo, Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,05:00
Dhai Akshar Prem Ke,2000,Mere Mahi Bada Sohna,"Abhishek Bachchan , Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,06:24
Dhai Akshar Prem Ke,2000,Do Lafzo Mein,"Babul Supriyo, Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,04:58
Dhai Akshar Prem Ke,2000,O Mere Rabba,"KK , Anuradha Paudwal","Songs:, Jatin–Lalit, Score:, Naresh Sharma",,05:04
Dhadkan,2000,Dil Ne Yeh Kaha Hain Dil Se,"Udit Narayan , Kumar Sanu & Alka Yagnik","Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,7:06
Dhadkan,2000,Tum Dil Ki Dhadkan Mein,Abhijeet & Alka Yagnik,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,5:51
Dhadkan,2000,Dulhe Ka Sehra (male version),Nusrat Fateh Ali Khan,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,8:32
Dhadkan,2000,Dil Ne Yeh Kaha Hain Dil Se 2,Sonu Nigam & Alka Yagnik,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,5:47
Dhadkan,2000,Tum Dil Ki Dhadkan Mein (sad version),Kumar Sanu,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,5:14
Dhadkan,2000,Na Na Karte Pyar,Udit Narayan & Alka Yagnik,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,6:36
Dhadkan,2000,Aksar Is Duniya Mein,Alka Yagnik,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,5:42
Dhadkan,2000,Tum Dil Ki Dhadkan Mein (instrumental),Nadeem–Shravan,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,5:52
Dhadkan,2000,Dulhe Ka Sehra (female version),Jaspinder Narula,"Songs:, Nadeem–Shravan, Score:, Surinder Sodhi",,8:33
Dil Pe Mat Le Yaar,2000,Dil Pe Mat Le Yaar,Asha Bhosle,"Score:, Raju Singh, Songs:, Vishal Bhardwaj",,
Dil Pe Mat Le Yaar,2000,Lai Ja Re Badra,Sanjeev Abhyankar,"Score:, Raju Singh, Songs:, Vishal Bhardwaj",,
Dil Pe Mat Le Yaar,2000,Jee Jee,"Kavita Krishnamurthy , Udit Narayan","Score:, Raju Singh, Songs:, Vishal Bhardwaj",,
Dil Pe Mat Le Yaar,2000,Chal Padi,"Roop Kumar Rathod , Suresh Wadkar","Score:, Raju Singh, Songs:, Vishal Bhardwaj",,
Dil Pe Mat Le Yaar,2000,Haule Haule,KK,"Score:, Raju Singh, Songs:, Vishal Bhardwaj",,
Dil Pe Mat Le Yaar,2000,Pagal,"Kavita Krishnamurthy , Abhijeet","Score:, Raju Singh, Songs:, Vishal Bhardwaj",,
Dil Pe Mat Le Yaar,2000,Swagatham,Hariharan,"Score:, Raju Singh, Songs:, Vishal Bhardwaj",,
Dr. Babasaheb Ambedkar,2000,Kabir Kahe (Hindi language song),"Ravindra Sathe, Vinod Sehgal",Amar Haldipur,Kabir,5:31
Dr. Babasaheb Ambedkar,2000,Buddham Saranang Gachhami (Pali language song),Jayashree Shivram and Roop Kumar Rathod,Amar Haldipur,Bhikkhus,4:49
Dr. Babasaheb Ambedkar,2000,Bhamaichya Wasracha (Marathi language song),Vitthal Umap,Amar Haldipur,Vitthal Umap,
Gaja Gamini,2000,Gaja Gamini,Bhupen Hazarika,Bhupen Hazarika,Maya Govind,
Gaja Gamini,2000,Meri Payal Bole,Kavita Krishnamurthy,Bhupen Hazarika,Maya Govind,
Gaja Gamini,2000,Hamara Hansa Gaya Videsh,Kavita Krishnamurthy,Bhupen Hazarika,Maya Govind,
Gaja Gamini,2000,Shloka – Part 1,Suman Devgan,Bhupen Hazarika,Kalidas,
Gaja Gamini,2000,Shloka – Part 2,Suman Devgan,Bhupen Hazarika,Kalidas,
Gaja Gamini,2000,Yeh Gathri Taj Ki Tarah,M. F. Hussain,Bhupen Hazarika,M. F. Hussain,
Gaja Gamini,2000,Do Sadiyon Ke Sangam,"Udit Narayan , Kavita Krishnamurthy",Bhupen Hazarika,Javed Akhtar,
Gaja Gamini,2000,Deepak Raag,Shankar Mahadevan,Bhupen Hazarika,Maya Govind,
Gaja Gamini,2000,Protest March,Instrumental,Bhupen Hazarika,,
Gaja Gamini,2000,Yeh Gathri Taj Ki Tarah,Kavita Krishnamurthy,Bhupen Hazarika,M. F. Hussain,
Gang,2000,Meri Payal Bole,"Anu Malik , Alka Yagnik , Sunidhi Chauhan","Anu Malik, R.D. Burman",,
Gang,2000,Ye Karo Ye Nahin,"Anu Malik, Abhijeet , Hariharan , Roop Kumar Rathod , Jolly Mukherjee","Anu Malik, R.D. Burman",,
Gang,2000,Dil Hai Bechain,"Kumar Sanu , Sadhana Sargam","Anu Malik, R.D. Burman",,
Gang,2000,Kyon Hum Tum Miley,"Anu Malik, Alka Yagnik","Anu Malik, R.D. Burman",,
Gang,2000,Aaj Tu Maang Le,"Abhijeet, Hariharan, Roop Kumar Rathod, Jolly Mukherjee, Sadhana Sargam","Anu Malik, R.D. Burman",,
Gang,2000,Chhodke Na Jaana,Asha Bhosle,"Anu Malik, R.D. Burman",,
Ghaath,2000,Baba Meri Ye Jawani,"Falguni Pathak , Sapna Awasthi","Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Ghaath,2000,Hum Bhi Samajh Rahe Hain,"Hariharan , Alka Yagnik","Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Ghaath,2000,Jo Dar Gaya Woh Mar Gaya,"Shaan , KK , Anu Malik","Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Ghaath,2000,Jhumka Chandi Da,"Udit Narayan , Sonu Nigam , Alka Yagnik , Jaspinder Narula","Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Ghaath,2000,Teri Aashiqui,"Pankaj Udhas , Alka Yagnik","Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Ghaath,2000,Teri Yeh Jawani,"Udit Narayan , Sapna Awasthi","Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Ghaath,2000,Kisi Ne Sach Hi Kaha,"Shabbir Kumar , Om Puri , Tabu , Manoj Bajpai , Karsan Sagathiya","Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Ghaath,2000,The colors of Ghaath,Salim–Sulaiman,"Anu Malik, (Songs), Salim–Sulaiman, (Background score)",,
Hadh Kar Di Aapne,2000,Bekaraar Main Bekaraar,Sonu Nigam,"Songs:, Anand Raj Anand, [, 1, ], Background score:, Surinder Sodhi",,
Hadh Kar Di Aapne,2000,Hadh Kar Di Aapne,"Udit Narayan , Kavita Krishnamurthy","Songs:, Anand Raj Anand, [, 1, ], Background score:, Surinder Sodhi",,
Hadh Kar Di Aapne,2000,Kudi Kanwaari Tere Pichchhe Pichchhe,Jaspinder Narula,"Songs:, Anand Raj Anand, [, 1, ], Background score:, Surinder Sodhi",,
Hadh Kar Di Aapne,2000,Mujhe Kuchh Tumse Hai Kehna,"Udit Narayan , Vibha Sharma","Songs:, Anand Raj Anand, [, 1, ], Background score:, Surinder Sodhi",,
