film_name,year,song_name,singer(s),music_director,lyricist,duration
Singh Is Kinng,2008,Talli Hua (Jay Dabhi Mix),"Labh Janjua, Neeraj Shridhar, Stylebhai","Songs:, Pritam, RDB, Background Score:, Salim–Sulaiman",,04:33
Singh Is Kinng,2008,Jee Karda (Remix),"Suzanne D'Mello, Labh Janjua","Songs:, Pritam, RDB, Background Score:, Salim–Sulaiman",,04:52
Singh Is Kinng,2008,Teri Ore (Lounge Remix),"Shreya Ghoshal, Rahat Fateh Ali Khan","Songs:, Pritam, RDB, Background Score:, Salim–Sulaiman",,06:09
Singh Is Kinng,2008,Bhootni Ke (Remix),Daler Mehndi,"Songs:, Pritam, RDB, Background Score:, Salim–Sulaiman",,03:54
Jodhaa Akbar,2008,Azeem-O-Shaan Shahenshah,"Mohammed Aslam , Javed Akhtar, Bonnie Chakraborty",A. R. Rahman,,5:54
Jodhaa Akbar,2008,Jashn-e-Bahara,Javed Ali,A. R. Rahman,,5:15
Jodhaa Akbar,2008,Khwaja Mere Khwaja (lyrics: Kashif),A. R. Rahman,A. R. Rahman,,6:56
Jodhaa Akbar,2008,In Lamhon Ke Daaman Mein,"Sonu Nigam , Madhushree",A. R. Rahman,,6:37
Jodhaa Akbar,2008,Mann Mohana,Bela Shende,A. R. Rahman,,6:50
Jodhaa Akbar,2008,Jashn-E-Bahaara (Instrumental),"A. R. Rahman, Naveen Kumar",A. R. Rahman,,5:15
Jodhaa Akbar,2008,Khwaja Mere Khwaja (Instrumental),A. R. Rahman,A. R. Rahman,,2:53
Jodhaa Akbar,2008,Khwaja Ji (Extended Version),Ratul Roy Hriday,A. R. Rahman,,5:53
Race,2008,Zara Zara Touch Me,"Monali Thakur , Earl Edgar, Pritam ,","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:25
Race,2008,Pehli Nazar Mein,"Atif Aslam , Clinton Cerejo , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,05:10
Race,2008,Khwab Dekhe (Sexy Lady),"Pritam , Neeraj Shridhar , Monali Thakur","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:37
Race,2008,Race Saanson Ki,"Sunidhi Chauhan , Neeraj Shridhar , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:44
Race,2008,Race Is on My Mind,"Sunidhi Chauhan , Neeraj Shridhar , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:54
Race,2008,Mujh Pe Toh Jadoo,"Sunidhi Chauhan, Apache Indian , Taz , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:36
Race,2008,Dekho Nashe Mein (Rock The Dance Floor),"Sunidhi Chauhan, KK , Shaan , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:17
Race,2008,Race Theme,"Abrar ul Haq , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,02:12
Race,2008,Pehli Nazar Mein (Club Mix),"Atif Aslam , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:08
Race,2008,Pehli Nazar Mein (Lounge Mix),"Atif Aslam , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:22
Race,2008,Zara Zara Touch Me (Asian RnB Mix),"Monali Thakur, Earl Edgar, Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,03:55
Race,2008,Zara Zara Touch Me (Remix),"Monali Thakur, Earl Edgar, Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:46
Race,2008,Dekho Nashe Mein (Asian RnB Mix),Silk Route,"Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:19
Race,2008,Dekho Nashe Mein (Latin Fiesta Mix),"Sunidhi Chauhan, KK, Shaan, Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:05
Race,2008,Mujh Pe To Jadoo (Remix),"Sunidhi Chauhan, Apache Indian, Taz, Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:20
Race,2008,Race Is on My Mind (Remix),"Sunidhi Chauhan , Neeraj Shridhar , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:26
Race,2008,Race Saanson Ki (Remix),"Sunidhi Chauhan , Neeraj Shridhar , Pritam","Songs:, Pritam, Background Score:, Salim–Sulaiman",,04:27
Golmaal Returns,2008,1,"Neeraj Shridhar , Anwesha Datta Gupta , Akriti Kakkar , Earl, Indie",Pritam Chakraborty,,4:24
Golmaal Returns,2008,2,"Neeraj Shridhar, Benny Dayal , Suhail Kaul, Suzanne D'Mello",Pritam Chakraborty,,5:04
Golmaal Returns,2008,3,Anushka Manchanda,Pritam Chakraborty,,3:27
Golmaal Returns,2008,4,"Monali Thakur , Suzanne D'Mello",Pritam Chakraborty,,4:24
Golmaal Returns,2008,5,Suzanne D'Mello,Pritam Chakraborty,,4:22
Golmaal Returns,2008,6,"Neeraj Shridhar, Benny Dayal, Suhail Kaul, Suzanne D'Mello",Pritam Chakraborty,,4:49
Golmaal Returns,2008,7,"Neeraj Shridhar, Anwesha Datta Gupta , Akriti Kakkar, Earl, Indie",Pritam Chakraborty,,4:26
Golmaal Returns,2008,8,"Monali Thakur, Suzanne D'Mello",Pritam Chakraborty,,4:54
Golmaal Returns,2008,9,Anushka Manchanda,Pritam Chakraborty,,2:46
Dostana,2008,Jaane Kyun,Vishal Dadlani,"Songs:, Vishal–Shekhar, Score:, Salim–Sulaiman",Anvita Dutt Guptan,4:37
Dostana,2008,Shut Up & Bounce,"Vishal Dadlani, Sunidhi Chauhan","Songs:, Vishal–Shekhar, Score:, Salim–Sulaiman",Anvita Dutt Guptan,4:37
Dostana,2008,Desi Girl,"Shankar Mahadevan , Sunidhi Chauhan , Vishal Dadlani","Songs:, Vishal–Shekhar, Score:, Salim–Sulaiman",Kumaar,5:06
Dostana,2008,Khabar Nahin,"Vishal Dadlani, Shreya Ghoshal , Amanat Ali, Raja Hasan","Songs:, Vishal–Shekhar, Score:, Salim–Sulaiman",Anvita Dutt Guptan,4:19
Dostana,2008,Maa Da Laadla,"Master Saleem , Sunidhi Chauhan","Songs:, Vishal–Shekhar, Score:, Salim–Sulaiman",Kumaar,4:05
Dostana,2008,Kuch Kum,Shaan,"Songs:, Vishal–Shekhar, Score:, Salim–Sulaiman",Vishal Dadlani,5:40
Bachna Ae Haseeno,2008,Khuda Jaane,"KK , Shilpa Rao","Songs:, R. D. Burman, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,5:33
Bachna Ae Haseeno,2008,Lucky Boy,"Sunidhi Chauhan , Hard Kaur , Raja Hasan","Songs:, R. D. Burman, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,4:14
Bachna Ae Haseeno,2008,Aahista Aahista,"Lucky Ali , Shreya Ghoshal","Songs:, R. D. Burman, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,5:50
Bachna Ae Haseeno,2008,Jogi Mahi,"Sukhwinder Singh , Shekhar Ravjiani , Himani Kapoor","Songs:, R. D. Burman, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,4:53
Bachna Ae Haseeno,2008,Small Town Girl,Shankar Mahadevan,"Songs:, R. D. Burman, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,3:48
Bachna Ae Haseeno,2008,Khuda Jaane (Revisited) (Remix by Abhijit Nalani),"KK, Shilpa Rao","Songs:, R. D. Burman, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,4:43
Bachna Ae Haseeno,2008,Bachna Ae Haseeno Title Track,"Kishore Kumar , Sumeet Kumar, Vishal Dadlani","Songs:, R. D. Burman, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,3:31
Bhoothnath,2008,Mere Buddy,"Amitabh Bachchan , Armaan Malik","Songs:, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,
Bhoothnath,2008,Hum Toh Hain Aandhi,"Koushtuv Ghosh, Aparna Bhagwat, Sharavan Suresh & Sneha Suresh","Songs:, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,
Bhoothnath,2008,Banku Bhaiya,Sukhwinder Singh,"Songs:, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,
Bhoothnath,2008,Samay Ka Pahiya,"Hariharan , Sukhwinder Singh","Songs:, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,
Bhoothnath,2008,Chalo Jaane Do,"Amitabh Bachchan , Juhi Chawla","Songs:, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,
Bhoothnath,2008,Mere Buddy (Repeat),"Amitabh Bachchan , Armaan Malik","Songs:, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,
Bhoothnath,2008,Bhoothnath Theme,Instrumental,"Songs:, Vishal–Shekhar, Background Score:, Salim–Sulaiman",,
Sarkar Raj,2008,Chaah Bhanwar Trishna,Sunayana Sarkar Dasgupta,"Score:, Amar Mohile, Songs:, Bapi–Tutul",Sandeep Nath,3:30
Sarkar Raj,2008,Jalte Rawan,Abhishek Nailwal,"Score:, Amar Mohile, Songs:, Bapi–Tutul",Prashant Pandey,3:02
Sarkar Raj,2008,Jalwa Re Jalwa,"Kailash Kher , Sunayana Sarkar Dasgupta","Score:, Amar Mohile, Songs:, Bapi–Tutul",Prashant Pandey,4:37
Sarkar Raj,2008,Jhini Jhini,"Roop Kumar Rathod , Shweta Pandit","Score:, Amar Mohile, Songs:, Bapi–Tutul",Prashant Pandey,4:04
Sarkar Raj,2008,Saam Daam,Kailash Kher,"Score:, Amar Mohile, Songs:, Bapi–Tutul",Sandeep Nath,3:29
Sarkar Raj,2008,Saher Saher Ke Hajharon Sawal,"Arun Ingle, Bapi, Tutul","Score:, Amar Mohile, Songs:, Bapi–Tutul",Sandeep Nath,2:49
Sarkar Raj,2008,Subah,Pamela Jain,"Score:, Amar Mohile, Songs:, Bapi–Tutul",Prashant Pandey,3:43
Sarkar Raj,2008,The Govinda – Chant,"Kailash Kher, Bapi, Tutul","Score:, Amar Mohile, Songs:, Bapi–Tutul",Sandeep Nath,2:59
Sarkar Raj,2008,The Govinda – Groove,"Bapi, Tutul, Jankee Parikh","Score:, Amar Mohile, Songs:, Bapi–Tutul",Sandeep Nath,3:03
Sarkar Raj,2008,The Govinda – Theme,"Bapi, Tutul","Score:, Amar Mohile, Songs:, Bapi–Tutul",Prashant Pandey,3:34
Sarkar Raj,2008,The Govinda – Trance,"Bapi, Tutul, Jankee Parikh","Score:, Amar Mohile, Songs:, Bapi–Tutul",Sandeep Nath,3:25
Sarkar Raj,2008,The Jalwa – Club Mix,"Kailash Kher, Sunayana Sarkar Dasgupta","Score:, Amar Mohile, Songs:, Bapi–Tutul",Sandeep Nath,4:47
Humne Jeena Seekh Liya,2008,Mera Yaar Tu,"Kailash Kher , Sunidhi Chauhan",Pranit Gedham,,5:52
Humne Jeena Seekh Liya,2008,Thoda Sa Kar De Karam,Kunal Ganjawala,Pranit Gedham,,
Humne Jeena Seekh Liya,2008,Oh Priya,"Mahalakshmi Iyer , Pranit",Pranit Gedham,,5:58
Bombay to Bangkok,2008,We Are Same Same but different,KK and Shreyas Talpade,Salim-Sulaiman,,
Bombay to Bangkok,2008,Dheere Dheere,Zubeen Garg,Ronnie-Shirish,,
Bombay to Bangkok,2008,Jaani O Jaani,Zubeen Garg,Salim-Sulaiman,,
Bombay to Bangkok,2008,Dil Ka Haal Sune Dil Dilwala,Sonu Nigam and Sunidhi Chauhan,Pritam,,
Bombay to Bangkok,2008,Bombay Ho Bangkok,Sukhwinder Singh,Sukhwinder Singh,,
Sunday,2008,Missing Sunday,"Mahua Kamat, Earl Edgar",Sandeep Chowta,Sajid-Farhad,3:54
Sunday,2008,Pyar To Hona Hi Hai,"Kamran Bari, Mohammad Ali (Suroor Band)",Suroor Band,Kamran Bari,4:53
Sunday,2008,Loot Liya,"Daler Mehndi , Sunidhi Chauhan",Daler Mehndi,"Sajid-Farhad, Daler Mehndi",4:41
Sunday,2008,Kashmakash,Shibani Kashyap,Shibani Kashyap,Virag Mishra,5:31
Sunday,2008,Manzar,Raghav Sachar,Raghav Sachar,Sajid-Farhad,3:50
Sunday,2008,Sunday Theme,Joy-Clint,Amar Mohile,Joy,3:50
Superstar,2008,Ajnabi,Raaj,"Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
Superstar,2008,Don't I Love Or Do I Love U,"Adnan Sami , Sunidhi Chauhan","Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
Superstar,2008,Mann Tu Talbat,Hamza Farooqui,"Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
Superstar,2008,Aankhon Se Khawab Rooth Ker,"Ustad Sultan Khan, Rekha Bhardwaj","Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
Superstar,2008,Rafa Dafa,"Shaan , Kunal Ganjawala , Amrita Kak , Sanjeevani","Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
Superstar,2008,Mann Tu Talbat (Remix),Hamza Farooqui,"Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
Superstar,2008,Mann Tu Talbat (Electro Mix),Hamza Farooqui,"Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
Superstar,2008,Mann Tu Talbat (Spanish Mix),Hamza Farooqui,"Songs:, Shamir Tandon, Background Score:, Sanjoy Chowdhury",,
